text,depressive
"limewire's eyes can show her mental state :3
#art #shadowrun",0
"i’m very tired of being a bitter person in spite of everything thats goin on with the world rn

trying my best to keep it positive love yall < 3",0
"I'm so goddamn tired of men using women as scapegoats for everything. It's always women's fault and responsibility to fix everything. Nah, time to grow up and be brave and strong enough to look in the mirror and finally work on yourselves, guys.",0
Maybe i'm the one who's in the wrong or something but man i'm so fucking tired of everything,0
"Sorry for vent posting in just tired of not being able to sleep at might ever (ik ironic wording) 

I always feel I’m so on top of my anxiety from how much I’ve improved with my social anxiety, but realizing just how bad it still gets with everything else",0
"Taking the car back this morning just to make sure everything was tightened properly when they fixed the starter 

Dude I'm so tired of these problems",0
alt text,0
"A day of deep cleaning and going through sentimental things.

I'm tired of everything and so sad.",0
I've had a realization that I think I've outgrown part of my friend group. They just.....hate everything constantly and only things from 10 years ago are good while everything sucks now. I'm so tired.,0
It's really frustrating to be generally passionate about tech and it falling into special interest category while simultaneously watching tech bros make everything significantly worse. I'm tired of people chasing that bag larping as engineers. Give me the people invested in science and betterment.,0
"apple has GOT to make it easier to organize your home pages. i’m so sock and tired of accidentally changing the organization of LITERALLY EVERYTHING and it staying like that when i move something incorrectly

the drag and drop is so annoying",0
"I am a Democrat, I do not feel the need to put a micro label on myself but if I must I’d say I’m a Progressive.

I’m beyond tired of these accusations & lies just because she didn’t put everything into the exact words people preferred does NOT make the lies you tell yourself true.",0
"I had to stop cooking my lunch half way through all because somebody wanted a fucking $12.00 pretzel! Hell, it costs more than that if you count the gas. God, I fucking hate my life sometimes. I’m fucking hungry!!! I’m tired of doing everything for everyone. I want to take care of ME!!!!",0
"I'm so fucking tired and hurting. I can't go more than a week without getting sick anymore. You take everything and then tell me to be grateful you let a freak like me live, like y'all haven't tried to kill me. I'm still here in spite of you. Fuck this cruel humanity that ruins a fair world",0
"It’s either the migraine or the whiskey talking, but 

I’m

So

Fucking

Tired

Of

Everything",0
"I'm very happy, I'm just still very tired. My body is recovering from the trip and my mind is not coping well with everything I have in front of me. But I'm ignoring that to rest and spend time with my loved ones.

I want to get to work helping clean and care for the house here..",0
"I'm so tired of trying to talk to cis people about what's happening to trans folks right now. so many of them are just like ""well I don't watch the news, but if you just believe in yourself everything will be okay!""...mfers, they are trying to erase us from society and that is not ""okay""!!!!!!",0
"I will actually die if I’m not 115 by April. I’m so fucking tired of this weight and I’m so done with it, with life, with everything",0
"I'm getting really tired of people who refuse to enjoy everything.

Cynicism in order to make people feel smart is such a dumb and common thing and I hate it.

What if we talked about things we enjoyed for a change.",0
"pete rose was like 4th best player on the reds, i'm very tired of everything. not even the best white guy on the team!",0
I’m getting tired of #NATO allies being “stunned” (according to media) at everything Trump does to help Russia win the war. Haven’t they been paying attention to the news? It’s been flagged up for over a year what he intends. Plans should have been made for this eventuality. #r4today #Ukraine,0
Da fuck? I'm so fucking tired of these elitist fucks getting away with everything,0
I’m so tired of this «discussion» in the first place. It has nothing to do with the kids and everything about controlling cis female bodies and their reproductive abilities. And the fact that so many people don’t (want to) see that… sigh.,0
Thankful to be so damn busy in my work life (that I at least genuinely love) that I've been distracted from the horrors of everything. Cause I'm already overworked and tired and I think being too into all the other things right now would take me right out.,0
Arg I hate them and I'm tired of them undoing everything people fought for,0
"I'm tired of everything being so difficult. I just wanted an easy, relaxing day. oof",0
Man I’m so tired of people thinking that they can pull a movie sonic redesign with everything. It really speaks volumes how everybody forgot that it wasn’t just fans who hated it but normies including late night comedians who clown on that crap.,0
"(1/2) I should have more to say about the tariffs, given that regardless of how/if they happen, it's a historic moment with various short and long-term implications. However, I'm tired. The strategy of ""everything all at once"" is succeeding b/c it's draining my energy.",0
my decision not to cook everything for the week yesterday is biting my ass now (i have to cook at night even tho I'm tired as fuck😭) (and no i can't order shit or eat out bc i work in an industrial park in the middle of nowhere),0
I’m tired of the occasional #Vance apologist on BlueSky saying it’s bad reporting ! Are you kidding me! Everything that emerges from that man’s mouth is vile & insulting.,0
"i'm really tired of living in this version of the 1950s where we have all the bigotry and racism and whatnot, but everything is grey and colorless and everyone dresses like shit",0
Dudes like him straight up hate women and at the same time can't understand why women don't like him back.,0
"I'm at the point in my work cycle where everything is a hazy blur of travel, spreadsheets, meetings, and the rest of my life, so if I seem like I'm dropping off the face of the earth I'm not I'm just so very tired",0
Working on some body hair because i'm kind of tired of everything being clean shaven. Did a quick test on Elias. Thoughts ?,0
"I didn't see it, I don't want to see it, I like Cynthia but I'm sure getting tired of the Wicked press tour taking over everything!",0
"I'm at 1/5th of what I made there; do I bust my ass trying to get numbers? absolutely not. I'm tired and hate everything, but part of the issue is peers thinking it is just fine and dandy to keep engagement on the nazi-run platform, leading others to do the same",0
"I’m completely broken 😞. Last time fat Nixon was in office , I spent a lot of time in the streets protesting! 7 yrs later , I’m so tired and feeling my age . We love Canada 🇨🇦 so much ! Their stance on everything has been gold! Hit trump hard! Do what you got to!",0
"Im just so drained, I'm tired of having to go to war with myself to achieve bare minimum shit and people thinking I'm a lazy asshole cause I've already spent all my energy on getting out of bed and can't do anything else now, I'm sick of feeling like I'm wrong about everything all the time,",0
"This has become my policy. I'm tired of ""This show is amazing"" to ""The second season was so good"" to ""I wish they had got a third season to wrap everything up"" dance of disappointment.",0
People on this site can be so fucking weird sometimes. I don't even think this is a real person.,0
"i’m so tired of seeing discourse between arcane fans on twt. ALL YOUR FAVS GOT RACIST/ABLEIST/SEXIST/EVERYTHING “IST” FANS. not a single character is safe bc bad people will ALWAYS exist in popular fandoms. i came to twt to see rare pairs, shit posts, fanart, and headcanons for arcane leave me be 😭",0
"Would you like to see an enormous pissbaby? (From r/amioverreacting, link below)",0
i got bored because i'm tired and came up with an analogy for my opinion on modern ai technologies (specifically transformer llms and diffusion image models),0
"I'm kinda tired of everything being formatted into a meme.
I don't want to be negative about it but idk.
I feel like I'm being fed the same stale joke over and over and over again in slightly different iterations.",0
"Younger millennials have a unique ability to steamroll their specific cultural nostalgia all over everything. I have theories as to why this is, and I'm not trying to start an intragenerational schism over it. I'm just so tired of pretending to care about SpongeBob.",0
"I'm really tired of the fact that I am still getting spam texts from various democrats asking for money. Ya'll LOST the election and are just letting the republicans steamroll over everything, why the fuck are you asking for money and what the hell are you going to use it for?!",0
"#writingtrain 

Multiple tags aaaaaa 😭 Thanks for tagging meeeee
Hard to say what I'm 'proudest of, but here are four I like at least! 

I'll tag
@ankheg.bsky.social 
@gothicivory.bsky.social 
@sweetmage.bsky.social 
@redroomroaving.bsky.social 
Tho I think multiple have already been tagged x3",0
"050. In need of a divine intervention, from Mrs. Sandwich's phone",0
"hey y’all, i have a new book up for sale on my itchio store. ghost walks will collect around 5+ years worth of poetry and sketches, and it’s something i’m really proud of. it’s a WIP, but future updates will bring the page count to ~120+ pages, so it’s a big boy ✨📖✨",0
54. [Izzy to Ed],0
"Where are the democrat party leaders? Where is the outrage? I’m tired of everything being left to AG’s, NP’s & courts",0
"Listen, I don't care. I'm tired of living in a world that is too afraid to speak real words. I'm tired of holding back my voice, and I'm damn tired of this FUCKING WORLD censoring everything. LIFE EXISTS. Trans people exist! Woman, you EXIST, you are not property despite how hard America is trying.",0
"I'm so tired of parenting a cold, heartless bitch of a #genz millenial. I sacrificed everything for her.  Counting the days I can kick her woke ass OUT.  #genx",0
I'm tired of glossing over everything The reason that Kamala Harris lost is because the white man promised to make America great again which means to put everybody who's not a white man back in their place. America at its core is racist. It's okay but I don't understand why people won't admit it,0
I'm sooo frustrated I'm so so so so so frustrated I'm so tired of everything,0
Somebody please say psych right now… I’m so tired of redesigns just making everything lame,0
Dinner sucks tonight so I’m not going. I’m still going to wear a dress so I wear everything I brought but I’m not going to sit there for food I don’t want to eat. Also we have reached the point in the cruise that I am tired of eating.,0
"Everything just grinds the shit out of me. bombs, tv, internet comments, ableists, my case manager THROWING me through the cracks

Touch grass WHERE?? I haven’t left my home city in over a year. I’m flat broke. Nobody is reaching out anymore, WELL IM TIRED OF REACHING TOO. Get me out of here",0
"I’m so tired of people who are actively holding up a harmful establishment constantly pointing everywhere else for a scapegoat.

If you’re going to deliberately destroy everything, at least own it. Refusing ownership is the number one clue that they *know* what they’re doing is heinous.",0
I’m so sick and tired of DJT getting away with EVERYTHING!,0
"I’m depressed today

So tired of everything",0
Agreed! I’m old enough to remember Sputnik circling the Earth and everything else that’s happened since then. And I am really tired of Donald John Trump. He is the Devil and he is here to destroy everything until he can’t.,0
"We’re Going to Save the World, He Said",0
"Trump is a billionaire. Did you know that Hitler was a billionaire too? And most of his loyalists were too. Enjoy that splash of cool concentrated ""I'm so tired of everything."" That one's on me.",0
"I'd appreciate if you share these things images to people who like Happy Sugar Life. Everything here will be available vis proxy website for oversea fans and I'm tired of seeing HSL fans getting ripped off by eBay resellers. Thank you:)
#ハッピーシュガーライフ",0
"I just wished my roommate understood that moving to a new state requires money? She's willing to drop everything for her new boyfriend and I can't insure that I'll be able to afford this move, not to mention I don't have a car yet. I just want to feel secure, I'm tired of being on/off homeless.",0
"The media needs to stop framing everything the Rs do in terms of fiscal responsibility. That hasn’t been relevant for at least 8 years, arguably much longer. I’m so tired of it.",0
"Dear God, this. 

I'm tired of everything requiring a subscription.",0
"If there's one thing I despise about 2020s internet other than everything being taken over by robots, it's black and white mindsets being amplified. I'm so fucking tired of everything positive needing to be ""peak"", ""goated"", or ""based"", and if not, it's terrible or ""mid"", which might as well be bad.",0
"I feel like everything going on is just fast tracking me to a midlife crisis, like wtf is the point of working to survive in a world that I’m constantly tired of being in. I’ve never been the person with an answer to the “where do you see yourself in x number of years” question & now it’s just worse",0
"I’m of this mind but just about everything in general, not just platform drama. I’m too tired to hold grudges.

The ones that are my fault I’d love to own up to. The ones that aren’t I’d love to dismiss. There are a few borderline unforgivables but even those I’d at least attempt to talk about it.",0
"I’m tired of being so lonely qwq

Knowing that despite everything… not one person wants me… not even my closest friend who i had a crush on for years…

…

I hate remembering when i ruined everything with the one time i finally believed in myself…

its my fault the relationship got ruined and shit…",0
"Don't share your whole life where everyone can read it.
I don't really like short form videos.
I don't want to be able to be contacted anywhere anytime.
I'm tired of subscription services for everything. I miss being able to actually own the things I buy. That's why I have an extensive CD collection",0
