text,depressive
,0
"I feel like there's a great caption for this, but I'm just not clever enough to articulate it",0
"It’s wild to think the we are living through someone’s “good ol’ days”

I really miss the 90’s and early 2000’s 😮‍💨

Life today feels so empty, shallow and devoid of meaning. At least in my experience. I find it difficult to form new connections, and I generally just feel indifferent and apathetic 😐",0
the best part about matcha is the clean out shits it gives me. i feel empty but like in a ✨hot✨ way,0
I feel like this type of spectacle is way more irritating to someone like Trump than empty chairs would have been,0
if i don’t sleep with earplugs in my ears feel too empty and vulnerable to all of the sounds that could fall into them,0
"Thank you for all the kind words about my baby, heres some more pics of him from when he was happy. I feel so empty today, I just feel numb.",0
I feel like so bored and empty i dont want to be here,0
"If I were in charge of the Epic musical stage play, I'd bring on 600 men for the background singers. And every time one of Odysseus's men died, a voice would disappear. By the end, it'd feel so empty and sad",0
I was just in time to catch my bus and the seat i usually choose was somehow the only empty one and it's making me feel like the main character,0
"This is what I mean when I say that ""realistic"" worlds feel empty without diversity. And feel even emptier when that diversity is only found in the cast. Because nothing is authentic. Or even makes sense. It is SO noticeable when you are in the group missing.",0
"Honestly, I can't even begin to tell you how frustrated i am with myself
I feel like i get a million ideas, I want to write so bad, and as soon as i sit down to do that.. I can't bring myself to type anything
Brain? EMPTY.
I JUST CAN'T
I'm so goddamn exhausted of this block
I miss being creative",0
"Sometimes having an obnoxiously smart partner makes me feel like a fucking dumbdumb, but then I remember I can and will talk your ear off about horses and quail and botany and cats and cattle and 

brain is only partially empty. the rest is full of mostly useless information",0
"Ok so… someone, I don’t know who sent actual real life child gore to my straw page. They sent 5 copies of the same image. I don’t think it’s unfair to say that it was because of this post. I don’t even know what to say honestly.

I feel empty.",0
sometimes i see screenshot's of varg's epic comebacks on twitter and i feel like he and elon have roughly the same dearth of rizz and empty masturbatory sense of humor,0
"The paralytic I gave you means you can’t move and you won’t feel a thing during the transfer, yes I’m going to ,ie on this empty mat and transfer all your beautiful femininity and bitchiness to me leaving you a nerdy male husk. Yess it’s working I can feel your bitchiness flowing into giving me tits",0
"I wish Rowling had even a single real problem. Fucking shitbag had to make up a crusade to feel like her life isnt the empty, idiotic shell she's made it.",0
"I feel insane because everyone around me seems to have accepted empty, driverless cars driving around Los Angeles as normal but it makes me feel weird and bad.",0
I feel empty now,0
"some old drawings from back in 2019 :') these are supposed to be fake screenshots of a little game where I try to make you feel better

my pink hair, glasses, cardigan, and empty pink/purple void never got out of style for me/ I eventually stopped drawing the yellow flower growing out of my head tho",0
"I don't want to ramble about this, but if you see fewer posts for the time being, just know that all those news really get to me and I feel empty. 
Combined with the state of the world currently, it's hard to find joy in anything.",0
"Taking from losers like you is super easy~ 

All I have to do is turn around and show off my perfect femboy ass and your free will totally disappears 💖

It’s okay, dummy. Just empty that head and let Daddy in. It’ll feel so good~💕

💖 femboy findom femdom 2dfd $end 💖",0
"The Eternal Rivals, Nhail and Naghal, Finally i have given them updates from their ancient looks...theyve been with me sense i was a young teen, its time they get fresh looks.
i feel so old now XD

#zelda #loz #legendofzelda #yiga #sheikah #originalcharacter #oc #chibi",0
It's my mom's birthday today. She died just over 4 years ago. Grief is a spiky ball in the dark and it just hit me in the heart. I just read my blog post about it. I feel raw.,0
"Nothing makes me feel so melancholic imagining Mel sitting in her bed alone. Her house is empty. It’s just her. I wish we could do something for her beyond just making posts. Melissa needs people, but we are just over the internet with boundaries. I hope she knows we love her.",0
BPD has made me feel every emotion under the sun but the feeling I hate the most is emptiness. Random days where I feel so numb and empty frustrate tf out of me. I’m just a body and that’s all there is some days lmao.,0
"I forget there's washing to empty from the washing machine. And if I remember, I feel bad about myself for forgetting and/or it never gets dealt with because I'm not in a position to process the next step.",0
"Will you two both use some common sense?!

It doesn’t help anyone if you die, Henry. Even Randall, as much as he claims he hates you, would lose his brother.

Randall, if you kill anyone, you’ll just feel empty. Nothing has been stolen from you, but if you steal a life, I know you’ll be feel worse.",0
"Random thought: 

I feel like people who can really fuck are quiet about it. The ones who question their abilities are the loudest.

Empty wagons make the most noise

But that’s just my opinion 😌",0
"You don't need to share the everything with the world. 

So many 100s of little poems for my now wife from over the years and no one else will ever know or see.

I feel artist with sketchbooks understand.

Its just, if you monetize everything you'll feel empty",0
"I can’t decide how this photo makes me feel. Do you think it’s lonely or intimate? 

#photography #streetphotography #monochrome
#blackandwhitephotography",0
"I don’t know i feel very depressed and empty and im thinking about make activity to help people in eftar what do you think my friends, there really people need helps they even can’t got internet 

I need encourage",0
