text,depressive
"Going on a rant.....
I'm tired, just like the majority of Americans, with pretty much everything. These are my opinions and I've had many people agree with me. Now I need someone with leverage to help us all!
All Americans should be afforded these basic needs 
1/",0
I’m so tired of Italy buying up the ATP. Fast indoor hardcourts for everyone so the golden child can win everything forever!,0
Three of every four posts on here.  Every Discord I'm in.  Every group chat I'm in.  Everything.  It's constant and I'm so tired.,0
"What I really need is someone here to take pics of me even when I'm tired all the time, now that would fix everything",0
"Sorry for being a sad sap on main, but I'm at my wit's end. My unemployment payment was delayed, I'm getting very few delivery opportunities and very few art commissions. I feel like I'm putting in the effort, but the payoff is just so little for the amount of work I put into everything. I'm tired.",0
"I’m really tired of seeing people complain about a paywall for independent journalists they like, but are unwilling to pay less than the price of a single Starbucks coffee per month.

People are trying to earn a living, but society has commoditized literally everything.",0
I knew I had a lot of panels at this con but oof. didn't really internalize how many. I'm tired and it's only Friday. Usually you say what you're interested in and get a few of them back. They seem to have just put me on... Everything?,0
"Okay! I now have a separate feed for all my NSFW stuff. :D Since I'm tired of separating accounts, everything will be tagged properly. you'll get everything in one place! :D",0
"I'm just really tired of the underlying assumption that everything would in fact be better if the government did it, that innovation definitely doesn't come from business, that if you want to have a business to, say, make indie video games, with a couple of employees, you're a cop, etc.",0
I'm struggling with every aspect of life. I have pulled away or trashed every relationship in my life. I'm too tired to go forward and too afraid to stop moving. I am alone and I've tried everything. What do I do when I do not know where to turn?,0
I actually think this is cruel and the American people are to blame. We like cruelty. We blame one man for everything and let the GOP off the hook for everything. This is why I have turned away from all news. I’m tired of this stuff.,0
"#sadflutter
Beside tummy pain, I think the worse side effects of my meds is my inability to stay focused on a task more than 10min. Reading, writing, playing games... My attention just drift after some point, the same way my sight blurr sometimes when I'm tired.
It makes everything 10 times harder.",0
"To all Americans. We are dealing with cowards. If this thing is going to turn, we must be the driving force. Maybe seeing us do everything we can they may find  some balls and fight with us. I'm tired of seeing all these posts about what they are doing is illegal. WTF are you all doing about it?",0
actually thinking about deleting all my media bc i’m tired of everything flopping,0
can you guys send them cool people to follow on this app. i’m tired of everything here being so boring,0
